,Time,Sender,Sender_type,Content
395,0:06:45,StOrmWnD,subscriber,on entend a peine
396,0:06:45,Xalexer,none,Bas
397,0:06:45,bigfatbat,none,le focus est pas ouf
398,0:06:46,LaieonKR,none,on a rien entendu
399,0:06:46,SmaartFaune,premium,non
400,0:06:46,akatsouki11,subscriber,Non
401,0:06:47,CartonOfficiel,none,nous on a rien sardoche
402,0:06:47,CrIKxS,subscriber,ultra bas
403,0:06:48,10baaa,subscriber,non
404,0:06:48,Narutimalte,premium,il y a de la musique aussi non ?
405,0:06:49,Crapps007,subscriber,hyper bas
406,0:06:49,Yozek75,premium,la cam est pas ouf
407,0:06:50,ikki_kurokami,none,salut
408,0:06:51,Tartufoutre,subscriber,nop rien entendu
409,0:06:53,SmaartFaune,premium,pas asser fort
410,0:06:53,qwidam,premium,Pas de son non plus
411,0:06:53,BlackMxnkey,none,J'suis en 1080(60) et j'ai l'impression que c'est flou un peu; c moi ?
412,0:06:54,botmika,none,Le sons perso; je ne l'entend pas
413,0:06:54,Chafiko20,none,pas de son chef
414,0:06:54,Zelfae,premium,Perso j'ai rien entendu
415,0:06:54,croustibatshow,none,on entend presque rien
416,0:06:55,Qworst,subscriber,Non; c'est bas le son
417,0:06:56,lebourfino,subscriber,lebourfino subscribed at Tier 1. They've subscribed for 21 months; currently on a 21 month streak! Robustesse !
418,0:06:57,mrmaxitekeur29,none,on l'entend quasiment rien
419,0:06:57,Space__Dandy,premium,ET let's go le sub 2h20 dans le silence nocturne le plus rassérénant !
420,0:06:57,elenflams,none,Bonsoir
421,0:06:58,MrStro,subscriber,on l'a casi pas entendu
422,0:06:58,DylaanBn,subscriber,On entends le son du casque pour le don
423,0:06:59,Narutimalte,premium,si il y a de la musique on entend rien
424,0:06:59,halundaar,none,non!
425,0:06:59,Gorcrom,premium,ouai le focus pas ouf
426,0:06:59,leboeufbourguignons,subscriber,ouf de ouf
427,0:07:00,Crapps007,subscriber,nn
428,0:07:00,Daarsterr,subscriber,Non ça va pas sardo
429,0:07:01,Aminorii,none,Non
430,0:07:01,bigfatbat,none,ouai nikel mec
431,0:07:01,BEN_ONLIVE,none,Nope
432,0:07:02,Sarukog,moderator,askip oué
433,0:07:02,DarkenRahly,subscriber,zéro music
434,0:07:03,MrStro,subscriber,pas de musique
435,0:07:04,akatsouki11,subscriber,C grave plus bas les alertes
436,0:07:04,stotis123,none,on l'entend à peine
437,0:07:04,LaieonKR,none,nop
438,0:07:06,pouleto00,none,rip
439,0:07:06,croustibatshow,none,on entends un peu
440,0:07:07,bagougou,none,non
441,0:07:07,mrmaxitekeur29,none,y'a que ta belle voix suave
442,0:07:08,Narutimalte,premium,ou c'est ultra faible
443,0:07:08,ludzs,subscriber,On entend rien de rien à part toi en fait
444,0:07:08,fanfanfaron,premium,rip
445,0:07:09,LePetitZebre,subscriber,non là y a un souci
446,0:07:10,Black3v3r,subscriber,Que ta voix @Sardoche
